unit_id,name,price,about,bedrooms,bathrooms,size,property_type,location,price_per_sqm,link,Private Pool,Private Gym,Private Garden,Covered Parking,Maids Quarters,Jacuzzi,Garden,Balcony
U963988,3 Bedroom Apartment for sale at The Square,"EGP20,300,000","This property is a 162 SqM apartment with3 bedroomsand 3 bathrooms that is available for sale. It is part of theThe Squareproject in The 5th Settlement, Cairo. You can buy this apartment for a base price of EGP20,300,000 (EGP125,000/SqM).",3,3,162,Apartment,"The 5th Settlement, New Cairo City,Cairo","EGP125,000",https://www.fazwaz.com.eg/en/property-sales/3-bedroom-apartment-for-sale-at-the-square-in-the-5th-settlement-cairo-u963988,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
U925766,3 Bedroom Apartment for sale at Mountain View iCity,"EGP23,600,000","This property is a 170 SqM apartment with3 bedroomsand 3 bathrooms that is available for sale. It is part of theMountain View iCityproject in The 5th Settlement, Cairo. You can buy this apartment for a base price of EGP23,600,000 (EGP139,000/SqM).",3,3,170,Apartment,"The 5th Settlement, New Cairo City,Cairo","EGP139,000",https://www.fazwaz.com.eg/en/property-sales/3-bedroom-apartment-for-sale-at-mountain-view-icity-in-the-5th-settlement-cairo-u925766,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
U930836,4 Bedroom Penthouse for sale at Eastown,"EGP55,000,000","This property is a 287 SqM penthouse with4 bedroomsand 4 bathrooms that is available for sale. It is part of theEastownproject in The 5th Settlement, Cairo and was completed in Dec 2020. You can buy this penthouse for a base price of EGP55,000,000 (EGP191,000/SqM).",4,4,287,Penthouse,"The 5th Settlement, New Cairo City,Cairo","EGP191,000",https://www.fazwaz.com.eg/en/property-sales/4-bedroom-penthouse-for-sale-at-eastown-in-the-5th-settlement-cairo-u930836,mawgood,mawgood,mawgood,mawgood,mawgood,mawgood,mawgood,mawgood
U959424,3 Bedroom Apartment for sale at Hyde Park,"EGP39,100,000","This property is a 212 SqM apartment with3 bedroomsand 3 bathrooms that is available for sale. It is part of theHyde Parkproject in The 5th Settlement, Cairo and was completed in Mar 2022. You can buy this apartment for a base price of EGP39,100,000 (EGP184,000/SqM).",3,3,212,Apartment,"The 5th Settlement, New Cairo City,Cairo","EGP184,000",https://www.fazwaz.com.eg/en/property-sales/3-bedroom-apartment-for-sale-at-hyde-park-in-the-5th-settlement-cairo-u959424,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
U929910,3 Bedroom Apartment for sale at Mountain View Hyde Park,"EGP31,400,000","This property is a 199 SqM apartment with3 bedroomsand 3 bathrooms that is available for sale. It is part of theMountain View Hyde Parkproject in The 5th Settlement, Cairo. You can buy this apartment for a base price of EGP31,400,000 (EGP158,000/SqM).",3,3,199,Apartment,"The 5th Settlement, New Cairo City,Cairo","EGP158,000",https://www.fazwaz.com.eg/en/property-sales/3-bedroom-apartment-for-sale-at-mountain-view-hyde-park-in-the-5th-settlement-cairo-u929910,N/A,N/A,N/A,N/A,mawgood,N/A,N/A,mawgood
U954676,6 Bedroom Villa for sale at Al Shouyfat,"EGP471,000,000","This property is a 2,150 SqM villa with 6 bedrooms and 6 bathrooms that is available for sale. It is part of theAl Shouyfatproject in The 5th Settlement, Cairo. You can buy this villa for a base price of EGP471,000,000 (EGP219,000/SqM).",6,6,2150,Villa,"The 5th Settlement, Cairo","EGP219,000",https://www.fazwaz.com.eg/en/property-sales/6-bedroom-villa-for-sale-at-al-shouyfat-in-the-5th-settlement-cairo-u954676,mawgood,N/A,mawgood,mawgood,mawgood,mawgood,mawgood,N/A
U962562,3 Bedroom Penthouse for sale at Midtown,"EGP30,100,000","This property is a 265 SqM penthouse with3 bedroomsand 3 bathrooms that is available for sale. It is part of theMidtownproject in South Investors Area, Cairo. You can buy this penthouse for a base price of EGP30,100,000 (EGP114,000/SqM).",3,3,265,Penthouse,"South Investors Area, New Cairo City,Cairo","EGP114,000",https://www.fazwaz.com.eg/en/property-sales/3-bedroom-penthouse-for-sale-at-midtown-in-south-investors-area-cairo-u962562,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
U945500,3 Bedroom Apartment for sale at Fifth Square,"EGP28,800,000","This property is a 200 SqM apartment with3 bedroomsand 3 bathrooms that is available for sale. It is part of theFifth Squareproject in North Investors Area, Cairo. You can buy this apartment for a base price of EGP28,800,000 (EGP144,000/SqM).",3,3,200,Apartment,"North Investors Area, New Cairo City,Cairo","EGP144,000",https://www.fazwaz.com.eg/en/property-sales/3-bedroom-apartment-for-sale-at-fifth-square-in-north-investors-area-cairo-u945500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
U942756,8 Bedroom Villa for sale at Katameya Heights,"EGP314,000,000","This property is a 750 SqM villa with 8 bedrooms and 8 bathrooms that is available for sale. It is part of theKatameya Heightsproject in El Katameya, Cairo. You can buy this villa for a base price of EGP314,000,000 (EGP419,000/SqM).",8,8,750,Villa,"El Katameya, Cairo","EGP419,000",https://www.fazwaz.com.eg/en/property-sales/8-bedroom-villa-for-sale-at-katameya-heights-in-el-katameya-cairo-u942756,mawgood,mawgood,mawgood,mawgood,mawgood,mawgood,mawgood,mawgood
U930728,3 Bedroom Apartment for sale at The Address East,"EGP26,200,000","This property is a 140 SqM apartment with3 bedroomsand 2 bathrooms that is available for sale. It is part of theThe Address Eastproject in The 5th Settlement, Cairo and was completed in Apr 2024. You can buy this apartment for a base price of EGP26,200,000 (EGP187,000/SqM).",3,2,140,Apartment,"The 5th Settlement, New Cairo City,Cairo","EGP187,000",https://www.fazwaz.com.eg/en/property-sales/3-bedroom-apartment-for-sale-at-the-address-east-in-the-5th-settlement-cairo-u930728,N/A,N/A,N/A,N/A,N/A,N/A,N/A,mawgood
U929566,5 Bedroom Townhouse for sale at The MarQ,"EGP75,200,000","This property is a 370 SqM townhouse with5 bedroomsand 5 bathrooms that is available for sale. It is part of theThe MarQproject in The 5th Settlement, Cairo. You can buy this townhouse for a base price of EGP75,200,000 (EGP203,000/SqM).",5,5,370,Townhouse,"The 5th Settlement, Cairo","EGP203,000",https://www.fazwaz.com.eg/en/property-sales/5-bedroom-townhouse-for-sale-at-the-marq-in-the-5th-settlement-cairo-u929566,N/A,N/A,N/A,mawgood,N/A,N/A,N/A,mawgood
U924264,4 Bedroom Apartment for sale at Al Andalus Buildings,"EGP11,100,000","This property is a 265 SqM apartment with4 bedroomsand 4 bathrooms that is available for sale. It is part of theAl Andalus Buildingsproject in Al Andalus District, Cairo. You can buy this apartment for a base price of EGP11,100,000 (EGP42,000/SqM).",4,4,265,Apartment,"Al Andalus District, New Cairo City,Cairo","EGP42,000",https://www.fazwaz.com.eg/en/property-sales/4-bedroom-apartment-for-sale-at-al-andalus-buildings-in-al-andalus-district-cairo-u924264,N/A,mawgood,mawgood,mawgood,mawgood,N/A,mawgood,mawgood
U936406,3 Bedroom Apartment for sale at Hyde Park,"EGP41,200,000","This property is a 212 SqM apartment with3 bedroomsand 3 bathrooms that is available for sale. It is part of theHyde Parkproject in The 5th Settlement, Cairo and was completed in Mar 2022. You can buy this apartment for a base price of EGP41,200,000 (EGP194,000/SqM).",3,3,212,Apartment,"The 5th Settlement, New Cairo City,Cairo","EGP194,000",https://www.fazwaz.com.eg/en/property-sales/3-bedroom-apartment-for-sale-at-hyde-park-in-the-5th-settlement-cairo-u936406,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
U925454,2 Bedroom Apartment for sale at Lake View Residence,"EGP20,900,000","This property is a 136 SqM apartment with2 bedroomsand 2 bathrooms that is available for sale. It is part of theLake View Residenceproject in The 5th Settlement, Cairo and was completed in Jan 2023. You can buy this apartment for a base price of EGP20,900,000 (EGP154,000/SqM).",2,2,136,Apartment,"The 5th Settlement, New Cairo City,Cairo","EGP154,000",https://www.fazwaz.com.eg/en/property-sales/2-bedroom-apartment-for-sale-at-lake-view-residence-in-the-5th-settlement-cairo-u925454,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
U950274,3 Bedroom Apartment for sale at Mountain View iCity,"EGP26,800,000","This property is a 170 SqM apartment with3 bedroomsand 3 bathrooms that is available for sale. It is part of theMountain View iCityproject in The 5th Settlement, Cairo. You can buy this apartment for a base price of EGP26,800,000 (EGP158,000/SqM).",3,3,170,Apartment,"The 5th Settlement, New Cairo City,Cairo","EGP158,000",https://www.fazwaz.com.eg/en/property-sales/3-bedroom-apartment-for-sale-at-mountain-view-icity-in-the-5th-settlement-cairo-u950274,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
U944572,Studio Apartment for sale at Hyde Park,"EGP12,400,000","This property is a 85 SqMstudioapartment with 1 bathroom that is available for sale. It is part of theHyde Parkproject in The 5th Settlement, Cairo and was completed in Mar 2022. You can buy this apartment for a base price of EGP12,400,000 (EGP146,000/SqM).",1,1,85,Apartment,"The 5th Settlement, New Cairo City,Cairo","EGP146,000",https://www.fazwaz.com.eg/en/property-sales/studio-apartment-for-sale-at-hyde-park-in-the-5th-settlement-cairo-u944572,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
U961138,3 Bedroom Apartment for sale at The Sierras,"EGP51,400,000","This property is a 190 SqM apartment with3 bedroomsand 3 bathrooms that is available for sale. It is part of theThe Sierrasproject in Uptown Cairo, Cairo. You can buy this apartment for a base price of EGP51,400,000 (EGP271,000/SqM).",3,3,190,Apartment,"Uptown Cairo, Mokattam,Cairo","EGP271,000",https://www.fazwaz.com.eg/en/property-sales/3-bedroom-apartment-for-sale-at-the-sierras-in-uptown-cairo-cairo-u961138,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
U945348,3 Bedroom Apartment for sale at Hyde Park,"EGP51,000,000","This property is a 256 SqM apartment with3 bedroomsand 3 bathrooms that is available for sale. It is part of theHyde Parkproject in The 5th Settlement, Cairo and was completed in Mar 2022. You can buy this apartment for a base price of EGP51,000,000 (EGP199,000/SqM).",3,3,256,Apartment,"The 5th Settlement, New Cairo City,Cairo","EGP199,000",https://www.fazwaz.com.eg/en/property-sales/3-bedroom-apartment-for-sale-at-hyde-park-in-the-5th-settlement-cairo-u945348,N/A,N/A,N/A,N/A,N/A,N/A,N/A,mawgood
U966582,3 Bedroom Apartment for sale at Villette,"EGP42,600,000","This property is a 190 SqM apartment with3 bedroomsand 2 bathrooms that is available for sale. It is part of theVilletteproject in The 5th Settlement, Cairo. You can buy this apartment for a base price of EGP42,600,000 (EGP224,000/SqM).",3,2,190,Apartment,"The 5th Settlement, New Cairo City,Cairo","EGP224,000",https://www.fazwaz.com.eg/en/property-sales/3-bedroom-apartment-for-sale-at-villette-in-the-5th-settlement-cairo-u966582,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
U959868,3 Bedroom Apartment for sale at Mountain View iCity,"EGP23,200,000","This property is a 165 SqM apartment with3 bedroomsand 2 bathrooms that is available for sale. It is part of theMountain View iCityproject in The 5th Settlement, Cairo. You can buy this apartment for a base price of EGP23,200,000 (EGP140,000/SqM).",3,2,165,Apartment,"The 5th Settlement, New Cairo City,Cairo","EGP140,000",https://www.fazwaz.com.eg/en/property-sales/3-bedroom-apartment-for-sale-at-mountain-view-icity-in-the-5th-settlement-cairo-u959868,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
U932774,4 Bedroom Townhouse for sale at Mivida,"EGP81,100,000","This property is a 293 SqM townhouse with4 bedroomsand 5 bathrooms that is available for sale. It is part of theMividaproject in The 5th Settlement, Cairo. You can buy this townhouse for a base price of EGP81,100,000 (EGP277,000/SqM).",4,5,293,Townhouse,"The 5th Settlement, Cairo","EGP277,000",https://www.fazwaz.com.eg/en/property-sales/4-bedroom-townhouse-for-sale-at-mivida-in-the-5th-settlement-cairo-u932774,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
U934718,3 Bedroom Apartment for sale at Eastown,"EGP32,700,000","This property is a 160 SqM apartment with3 bedroomsand 3 bathrooms that is available for sale. It is part of theEastownproject in The 5th Settlement, Cairo and was completed in Dec 2020. You can buy this apartment for a base price of EGP32,700,000 (EGP204,000/SqM).",3,3,160,Apartment,"The 5th Settlement, New Cairo City,Cairo","EGP204,000",https://www.fazwaz.com.eg/en/property-sales/3-bedroom-apartment-for-sale-at-eastown-in-the-5th-settlement-cairo-u934718,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
U966696,6 Bedroom Villa for sale at Mirage City,"EGP340,000,000","This property is a 1,067 SqM villa with 6 bedrooms and 6 bathrooms that is available for sale. It is part of theMirage Cityproject in The 1st Settlement, Cairo. You can buy this villa for a base price of EGP340,000,000 (EGP319,000/SqM).",6,6,1067,Villa,"The 1st Settlement, Cairo","EGP319,000",https://www.fazwaz.com.eg/en/property-sales/6-bedroom-villa-for-sale-at-mirage-city-in-the-1st-settlement-cairo-u966696,mawgood,N/A,mawgood,mawgood,mawgood,N/A,mawgood,mawgood
U956038,3 Bedroom Apartment for sale at Stone Residence,"EGP23,600,000","This property is a 175 SqM apartment with3 bedroomsand 3 bathrooms that is available for sale. It is part of theStone Residenceproject in The 5th Settlement, Cairo. You can buy this apartment for a base price of EGP23,600,000 (EGP135,000/SqM).",3,3,175,Apartment,"The 5th Settlement, New Cairo City,Cairo","EGP135,000",https://www.fazwaz.com.eg/en/property-sales/3-bedroom-apartment-for-sale-at-stone-residence-in-the-5th-settlement-cairo-u956038,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
U928410,3 Bedroom Apartment for sale at Capital Gardens Palm Hills,"EGP11,600,000","This property is a 165 SqM apartment with3 bedroomsand 3 bathrooms that is available for sale. It is part of theCapital Gardens Palm Hillsproject in Mostakbal City Compounds, Cairo. You can buy this apartment for a base price of EGP11,600,000 (EGP70,100/SqM).",3,3,165,Apartment,"Mostakbal City Compounds, Mostakbal City - Future City,Cairo","EGP70,100",https://www.fazwaz.com.eg/en/property-sales/3-bedroom-apartment-for-sale-at-capital-gardens-palm-hills-in-mostakbal-city-compounds-cairo-u928410,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
U938430,5 Bedroom Villa for sale at Hyde Park,"EGP66,500,000","This property is a 327 SqM villa with5 bedroomsand 5 bathrooms that is available for sale. It is part of theHyde Parkproject in The 5th Settlement, Cairo and was completed in Mar 2022. You can buy this villa for a base price of EGP66,500,000 (EGP203,000/SqM).",5,5,327,Villa,"The 5th Settlement, Cairo","EGP203,000",https://www.fazwaz.com.eg/en/property-sales/5-bedroom-villa-for-sale-at-hyde-park-in-the-5th-settlement-cairo-u938430,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
U956348,3 Bedroom Penthouse for sale at Galleria Moon Valley,"EGP20,300,000","This property is a 189 SqM penthouse with3 bedroomsand 4 bathrooms that is available for sale. It is part of theGalleria Moon Valleyproject in South Investors Area, Cairo. You can buy this penthouse for a base price of EGP20,300,000 (EGP107,000/SqM).",3,4,189,Penthouse,"South Investors Area, New Cairo City,Cairo","EGP107,000",https://www.fazwaz.com.eg/en/property-sales/3-bedroom-penthouse-for-sale-at-galleria-moon-valley-in-south-investors-area-cairo-u956348,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
U944210,3 Bedroom Villa for sale at Mivida,"EGP114,000,000","This property is a 450 SqM villa with3 bedroomsand 3 bathrooms that is available for sale. It is part of theMividaproject in The 5th Settlement, Cairo. You can buy this villa for a base price of EGP114,000,000 (EGP254,000/SqM).",3,3,450,Villa,"The 5th Settlement, Cairo","EGP254,000",https://www.fazwaz.com.eg/en/property-sales/3-bedroom-villa-for-sale-at-mivida-in-the-5th-settlement-cairo-u944210,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
U943508,5 Bedroom Townhouse for sale at Mivida,"EGP79,800,000","This property is a 281 SqM townhouse with5 bedroomsand 5 bathrooms that is available for sale. It is part of theMividaproject in The 5th Settlement, Cairo. You can buy this townhouse for a base price of EGP79,800,000 (EGP284,000/SqM).",5,5,281,Townhouse,"The 5th Settlement, Cairo","EGP284,000",https://www.fazwaz.com.eg/en/property-sales/5-bedroom-townhouse-for-sale-at-mivida-in-the-5th-settlement-cairo-u943508,N/A,N/A,N/A,mawgood,mawgood,N/A,N/A,mawgood
U950050,3 Bedroom Apartment for sale at Al Narges 2,"EGP22,100,000","This property is a 170 SqM apartment with3 bedroomsand 2 bathrooms that is available for sale. It is part of theAl Narges 2project in Al Narges, Cairo. You can buy this apartment for a base price of EGP22,100,000 (EGP130,000/SqM).",3,2,170,Apartment,"Al Narges, New Cairo City,Cairo","EGP130,000",https://www.fazwaz.com.eg/en/property-sales/3-bedroom-apartment-for-sale-at-al-narges-2-in-al-narges-cairo-u950050,N/A,N/A,N/A,mawgood,N/A,N/A,N/A,mawgood
U922606,3 Bedroom Apartment for sale at Eastown,"EGP73,300,000","This property is a 374 SqM apartment with3 bedroomsand 4 bathrooms that is available for sale. It is part of theEastownproject in The 5th Settlement, Cairo and was completed in Dec 2020. You can buy this apartment for a base price of EGP73,300,000 (EGP196,000/SqM).",3,4,374,Apartment,"The 5th Settlement, New Cairo City,Cairo","EGP196,000",https://www.fazwaz.com.eg/en/property-sales/3-bedroom-apartment-for-sale-at-eastown-in-the-5th-settlement-cairo-u922606,N/A,N/A,N/A,N/A,N/A,N/A,N/A,mawgood
U963522,2 Bedroom Apartment for sale at Mivida,"EGP44,500,000","This property is a 156 SqM apartment with2 bedroomsand 2 bathrooms that is available for sale. It is part of theMividaproject in The 5th Settlement, Cairo. You can buy this apartment for a base price of EGP44,500,000 (EGP285,000/SqM).",2,2,156,Apartment,"The 5th Settlement, New Cairo City,Cairo","EGP285,000",https://www.fazwaz.com.eg/en/property-sales/2-bedroom-apartment-for-sale-at-mivida-in-the-5th-settlement-cairo-u963522,N/A,N/A,N/A,mawgood,N/A,N/A,N/A,mawgood
U946058,4 Bedroom Townhouse for sale at Hyde Park,"EGP58,900,000","This property is a 270 SqM townhouse with4 bedroomsand 4 bathrooms that is available for sale. It is part of theHyde Parkproject in The 5th Settlement, Cairo and was completed in Mar 2022. You can buy this townhouse for a base price of EGP58,900,000 (EGP218,000/SqM).",4,4,270,Townhouse,"The 5th Settlement, Cairo","EGP218,000",https://www.fazwaz.com.eg/en/property-sales/4-bedroom-townhouse-for-sale-at-hyde-park-in-the-5th-settlement-cairo-u946058,N/A,N/A,mawgood,N/A,mawgood,N/A,mawgood,N/A
U954488,4 Bedroom Villa for sale at Mivida,"EGP144,000,000","This property is a 510 SqM villa with4 bedroomsand 4 bathrooms that is available for sale. It is part of theMividaproject in The 5th Settlement, Cairo. You can buy this villa for a base price of EGP144,000,000 (EGP282,000/SqM).",4,4,510,Villa,"The 5th Settlement, Cairo","EGP282,000",https://www.fazwaz.com.eg/en/property-sales/4-bedroom-villa-for-sale-at-mivida-in-the-5th-settlement-cairo-u954488,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
U923576,5 Bedroom Villa for sale at Seasons Residence,"EGP216,000,000","This property is a 965 SqM villa with5 bedroomsand 5 bathrooms that is available for sale. It is part of theSeasons Residenceproject in Ext North Inves Area, Cairo. You can buy this villa for a base price of EGP216,000,000 (EGP224,000/SqM).",5,5,965,Villa,"Ext North Inves Area, Cairo","EGP224,000",https://www.fazwaz.com.eg/en/property-sales/5-bedroom-villa-for-sale-at-seasons-residence-in-ext-north-inves-area-cairo-u923576,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
U951686,4 Bedroom Villa for sale at Fountain Park,"EGP183,000,000","This property is a 1,200 SqM villa with4 bedroomsand 4 bathrooms that is available for sale. It is part of theFountain Parkproject in The 5th Settlement, Cairo. You can buy this villa for a base price of EGP183,000,000 (EGP153,000/SqM).",4,4,1200,Villa,"The 5th Settlement, Cairo","EGP153,000",https://www.fazwaz.com.eg/en/property-sales/4-bedroom-villa-for-sale-at-fountain-park-in-the-5th-settlement-cairo-u951686,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
U955688,4 Bedroom Apartment for sale at The Sierras,"EGP105,000,000","This property is a 414 SqM apartment with4 bedroomsand 5 bathrooms that is available for sale. It is part of theThe Sierrasproject in Uptown Cairo, Cairo. You can buy this apartment for a base price of EGP105,000,000 (EGP253,000/SqM).",4,5,414,Apartment,"Uptown Cairo, Mokattam,Cairo","EGP253,000",https://www.fazwaz.com.eg/en/property-sales/4-bedroom-apartment-for-sale-at-the-sierras-in-uptown-cairo-cairo-u955688,N/A,N/A,N/A,mawgood,mawgood,N/A,N/A,mawgood
U965044,3 Bedroom Townhouse for sale at Mountain View iCity,"EGP69,300,000","This property is a 295 SqM townhouse with3 bedroomsand 5 bathrooms that is available for sale. It is part of theMountain View iCityproject in The 5th Settlement, Cairo. You can buy this townhouse for a base price of EGP69,300,000 (EGP235,000/SqM).",3,5,295,Townhouse,"The 5th Settlement, Cairo","EGP235,000",https://www.fazwaz.com.eg/en/property-sales/3-bedroom-townhouse-for-sale-at-mountain-view-icity-in-the-5th-settlement-cairo-u965044,N/A,N/A,N/A,mawgood,mawgood,N/A,N/A,N/A
U931682,2 Bedroom Apartment for sale at Mivida,"EGP39,300,000","This property is a 133 SqM apartment with2 bedroomsand 2 bathrooms that is available for sale. It is part of theMividaproject in The 5th Settlement, Cairo. You can buy this apartment for a base price of EGP39,300,000 (EGP295,000/SqM).",2,2,133,Apartment,"The 5th Settlement, New Cairo City,Cairo","EGP295,000",https://www.fazwaz.com.eg/en/property-sales/2-bedroom-apartment-for-sale-at-mivida-in-the-5th-settlement-cairo-u931682,N/A,N/A,N/A,mawgood,N/A,N/A,N/A,mawgood
U943560,2 Bedroom Apartment for sale at Lake View Residence,"EGP25,500,000","This property is a 144 SqM apartment with2 bedroomsand 2 bathrooms that is available for sale. It is part of theLake View Residenceproject in The 5th Settlement, Cairo and was completed in Jan 2023. You can buy this apartment for a base price of EGP25,500,000 (EGP177,000/SqM).",2,2,144,Apartment,"The 5th Settlement, New Cairo City,Cairo","EGP177,000",https://www.fazwaz.com.eg/en/property-sales/2-bedroom-apartment-for-sale-at-lake-view-residence-in-the-5th-settlement-cairo-u943560,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
U963500,2 Bedroom Apartment for sale at Lake View Residence,"EGP26,200,000","This property is a 136 SqM apartment with2 bedroomsand 2 bathrooms that is available for sale. It is part of theLake View Residenceproject in The 5th Settlement, Cairo and was completed in Jan 2023. You can buy this apartment for a base price of EGP26,200,000 (EGP192,000/SqM).",2,2,136,Apartment,"The 5th Settlement, New Cairo City,Cairo","EGP192,000",https://www.fazwaz.com.eg/en/property-sales/2-bedroom-apartment-for-sale-at-lake-view-residence-in-the-5th-settlement-cairo-u963500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
U927596,2 Bedroom Apartment for sale at Mountain View iCity,"EGP14,800,000","This property is a 110 SqM apartment with2 bedroomsand 2 bathrooms that is available for sale. It is part of theMountain View iCityproject in The 5th Settlement, Cairo. You can buy this apartment for a base price of EGP14,800,000 (EGP134,000/SqM).",2,2,110,Apartment,"The 5th Settlement, New Cairo City,Cairo","EGP134,000",https://www.fazwaz.com.eg/en/property-sales/2-bedroom-apartment-for-sale-at-mountain-view-icity-in-the-5th-settlement-cairo-u927596,N/A,N/A,N/A,N/A,N/A,N/A,N/A,mawgood
U934322,3 Bedroom Penthouse for sale at The Sierras,"EGP81,100,000","This property is a 310 SqM penthouse with3 bedroomsand 4 bathrooms that is available for sale. It is part of theThe Sierrasproject in Uptown Cairo, Cairo. You can buy this penthouse for a base price of EGP81,100,000 (EGP262,000/SqM).",3,4,310,Penthouse,"Uptown Cairo, Mokattam,Cairo","EGP262,000",https://www.fazwaz.com.eg/en/property-sales/3-bedroom-penthouse-for-sale-at-the-sierras-in-uptown-cairo-cairo-u934322,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
U950366,3 Bedroom Apartment for sale at Hyde Park,"EGP32,700,000","This property is a 186 SqM apartment with3 bedroomsand 2 bathrooms that is available for sale. It is part of theHyde Parkproject in The 5th Settlement, Cairo and was completed in Mar 2022. You can buy this apartment for a base price of EGP32,700,000 (EGP176,000/SqM).",3,2,186,Apartment,"The 5th Settlement, New Cairo City,Cairo","EGP176,000",https://www.fazwaz.com.eg/en/property-sales/3-bedroom-apartment-for-sale-at-hyde-park-in-the-5th-settlement-cairo-u950366,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
U934364,2 Bedroom Apartment for sale at Tag Sultan,"EGP17,000,000","This property is a 128 SqM apartment with2 bedroomsand 2 bathrooms that is available for sale. It is part of theTag Sultanproject in Ring Road, Cairo. You can buy this apartment for a base price of EGP17,000,000 (EGP133,000/SqM).",2,2,128,Apartment,"Ring Road,Cairo, Egypt","EGP133,000",https://www.fazwaz.com.eg/en/property-sales/2-bedroom-apartment-for-sale-at-tag-sultan-in-ring-road-cairo-u934364,mawgood,mawgood,mawgood,mawgood,mawgood,N/A,mawgood,mawgood
U959986,2 Bedroom Apartment for sale at The Address East,"EGP30,900,000","This property is a 140 SqM apartment with2 bedroomsand 2 bathrooms that is available for sale. It is part of theThe Address Eastproject in The 5th Settlement, Cairo and was completed in Apr 2024. You can buy this apartment for a base price of EGP30,900,000 (EGP221,000/SqM).",2,2,140,Apartment,"The 5th Settlement, New Cairo City,Cairo","EGP221,000",https://www.fazwaz.com.eg/en/property-sales/2-bedroom-apartment-for-sale-at-the-address-east-in-the-5th-settlement-cairo-u959986,N/A,N/A,N/A,mawgood,N/A,N/A,N/A,mawgood
U935202,3 Bedroom Apartment for sale at Eastown,"EGP43,200,000","This property is a 191 SqM apartment with3 bedroomsand 4 bathrooms that is available for sale. It is part of theEastownproject in The 5th Settlement, Cairo and was completed in Dec 2020. You can buy this apartment for a base price of EGP43,200,000 (EGP226,000/SqM).",3,4,191,Apartment,"The 5th Settlement, New Cairo City,Cairo","EGP226,000",https://www.fazwaz.com.eg/en/property-sales/3-bedroom-apartment-for-sale-at-eastown-in-the-5th-settlement-cairo-u935202,mawgood,mawgood,mawgood,mawgood,mawgood,mawgood,mawgood,mawgood
U945068,3 Bedroom Villa for sale at Hyde Park,"EGP85,000,000","This property is a 375 SqM villa with3 bedroomsand 3 bathrooms that is available for sale. It is part of theHyde Parkproject in The 5th Settlement, Cairo and was completed in Mar 2022. You can buy this villa for a base price of EGP85,000,000 (EGP227,000/SqM).",3,3,375,Villa,"The 5th Settlement, Cairo","EGP227,000",https://www.fazwaz.com.eg/en/property-sales/3-bedroom-villa-for-sale-at-hyde-park-in-the-5th-settlement-cairo-u945068,N/A,N/A,N/A,mawgood,N/A,N/A,N/A,mawgood
U964698,4 Bedroom Townhouse for sale at Al Burouj Compound,"EGP41,900,000","This property is a 245 SqM townhouse with4 bedroomsand 4 bathrooms that is available for sale. It is part of theAl Burouj Compoundproject in El Shorouk Compounds, Cairo. You can buy this townhouse for a base price of EGP41,900,000 (EGP171,000/SqM).",4,4,245,Townhouse,"El Shorouk Compounds, Cairo","EGP171,000",https://www.fazwaz.com.eg/en/property-sales/4-bedroom-townhouse-for-sale-at-al-burouj-compound-in-el-shorouk-compounds-cairo-u964698,N/A,N/A,mawgood,mawgood,mawgood,N/A,mawgood,mawgood
U961394,2 Bedroom Apartment for sale at Porto New Cairo,"EGP30,100,000","This property is a 143 SqM apartment with2 bedroomsand 3 bathrooms that is available for sale. It is part of thePorto New Cairoproject in The 5th Settlement, Cairo and was completed in Aug 2008. You can buy this apartment for a base price of EGP30,100,000 (EGP210,000/SqM).",2,3,143,Apartment,"The 5th Settlement, New Cairo City,Cairo","EGP210,000",https://www.fazwaz.com.eg/en/property-sales/2-bedroom-apartment-for-sale-at-porto-new-cairo-in-the-5th-settlement-cairo-u961394,N/A,N/A,N/A,mawgood,N/A,N/A,N/A,mawgood
